supplier,date,type,order,bodega,sku,description,quantity,unit,unit_price,sell_value,tax,tax_value
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-14,FC,28266,1,7704987009249,TINTE IRIS,12,UND,1716,20588,0.19,3912
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-14,FC,28266,1,5210,CANDELA CON EXTENSOR,25,UND,2286,57143,0.19,10857
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-14,FC,28266,1,7453088046287,SUPER GLUE *10G,12,UND,575,6900,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-14,FC,28266,1,6984240170102,CINTA NEGRA AISLANTE,10,UND,886,8858,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-14,FC,28266,1,6946614108821,PEGANTE SMATPEGA *5GR,12,UND,263,3156,0.19,600
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-28,FC,29552,1,985,PEINETA PEQUEÑA,12,UND,98,1180,0.19,224
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-28,FC,29552,1,909,PEINETA SACA PIOJOS,12,UND,280,3361,0.19,639
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-28,FC,29552,1,419,VELA VOLCAN,12,UND,801,9608,0.19,1826
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-28,FC,29552,1,669,PEINETA MACHETE,12,UND,462,5546,0.19,1054
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-28,FC,29552,1,8801038562445,MAQUINA DE AFEITAR DORCO NEGRA,24,UND,371,8898,0.19,1691
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-28,FC,29552,1,322,CINTA TRANSPARENTE ANCHA 25MTS,12,UND,1875,22500,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-28,FC,29552,1,7453088046287,SUPER GLUE *10G,24,UND,575,13800,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-28,FC,29552,1,7704987009249,TINTE IRIS,12,UND,1716,20592,0.19,3912
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-28,FC,29552,1,6946614108821,PEGANTE SMATPEGA *5GR,12,UND,263,3156,0.19,600
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-28,FC,29552,1,7707340299547,CINTA DE ENMASCARAR 18X20,12,UND,1555,18655,0.19,3544
CAMILO ANDRES JARAMILLO GORDILLO,2022-01-28,FC,29552,1,3577,PEINETA COLA DE RATON,12,UND,717,8600,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-02-10,FC,30854,1,8801038200026,CUCHILLA EN HOJA X 5 DORCO,12,UND,783,9392,0.19,1784
CAMILO ANDRES JARAMILLO GORDILLO,2022-02-10,FC,30854,1,8801038562445,MAQUINA DE AFEITAR DORCO NEGRA,24,UND,371,8894,0.19,1690
CAMILO ANDRES JARAMILLO GORDILLO,2022-02-10,FC,30854,1,7453088046287,SUPER GLUE *10G,12,UND,604,7250,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-02-10,FC,30854,1,8435314881533,GUANTE DE NITRILO,12,UND,2240,26884,0.19,5108
CAMILO ANDRES JARAMILLO GORDILLO,2022-02-10,FC,30854,1,6946614108821,PEGANTE SMATPEGA *5GR,12,UND,263,3156,0.19,600
CAMILO ANDRES JARAMILLO GORDILLO,2022-02-10,FC,30854,1,8697433100944,GUANTES,12,UND,1600,19200,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-02-10,FC,30854,1,6948031100853,CEPILLO TORNADO PLUS,12,UND,929,11150,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-02-10,FC,30854,1,7458,CAUCHOS GOMELOS GRUESO,12,UND,462,5546,0.19,1054
CAMILO ANDRES JARAMILLO GORDILLO,2022-02-10,FC,30854,1,298,CEPILLO DE EMBETUNAR,5,UND,2017,10084,0.19,1916
CAMILO ANDRES JARAMILLO GORDILLO,2022-02-10,FC,30854,1,149,COLADOR DE CAFE TALEGA ECONOMICO,12,UND,1201,14410,0.19,2738
CAMILO ANDRES JARAMILLO GORDILLO,2022-02-10,FC,30854,1,7459,CAUCHOS GOMELOS DELGADOS,6,PQT,182,1092,0.19,207
CAMILO ANDRES JARAMILLO GORDILLO,2022-02-10,FC,30854,1,299,CEPILLO DE EMBOLAR PEQUEÑO,5,UND,1450,7250,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-03-10,FC,33211,1,446,LIBRETA ARGOLLADA,12,UND,1063,12756,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-03-10,FC,33211,1,6932177466911,CALCULADORA KADIO GRANDE,1,UND,9070,9070,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-03-10,FC,33211,1,8435314881519,GUANTES DE NITRILO,12,UND,2666,31992,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-03-10,FC,33211,1,8697433100944,GUANTES,12,UND,1600,19200,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-03-10,FC,33211,1,1068,CEPILLO DE ROPA PLANO,12,UND,1621,19452,0.19,3696
CAMILO ANDRES JARAMILLO GORDILLO,2022-03-17,FC,34062,1,3256795435658,BOMBILLO LUCERO LIGHTING AMARILLO,30,UND,1390,41700,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-03-24,FC,34416,1,FX6061,VELA VOLCAN*4UND,3,UND,4261,12782,0.19,2429
CAMILO ANDRES JARAMILLO GORDILLO,2022-03-24,FC,34416,1,8801038200026,CUCHILLA EN HOJA X 5 DORCO,12,UND,810,9723,0.19,1847
CAMILO ANDRES JARAMILLO GORDILLO,2022-03-24,FC,34416,1,6957544683975,SUPER GLUE ROJO SAM *10GRS,24,UND,438,10504,0.19,1996
CAMILO ANDRES JARAMILLO GORDILLO,2022-03-24,FC,34416,1,298,CEPILLO DE EMBETUNAR,12,UND,2017,24202,0.19,4598
CAMILO ANDRES JARAMILLO GORDILLO,2022-03-24,FC,34416,1,4719867213084,PEGANTE CHEMER SUPER GLUE ROJO,24,UND,301,7227,0.19,1373
CAMILO ANDRES JARAMILLO GORDILLO,2022-03-24,FC,34416,1,299,CEPILLO DE EMBOLAR PEQUEÑO,12,UND,1450,17400,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-07,FC,35763,1,7704987009249,TINTE IRIS,12,UND,1807,21681,0.19,4119
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-07,FC,35763,1,8435314881519,GUANTES DE NITRILO,12,UND,2666,31992,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-07,FC,35763,1,6955107671001,SILICONA LIQUIDA *30ML,6,UND,1201,7205,0.19,1369
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-07,FC,35763,1,6955107660890,PEGANTE PLATINO,12,UND,438,5252,0.19,998
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-07,FC,35763,1,8697433100944,GUANTES,12,UND,1600,19200,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-07,FC,35763,1,7708827478066,SUPER ASTRO GLUE *3G,12,UND,301,3613,0.19,686
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-07,FC,35763,1,1068,CEPILLO DE ROPA PLANO,12,UND,1681,20168,0.19,3832
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-21,FC,36981,1,446,LIBRETA ARGOLLADA,5,UND,1134,5670,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-21,FC,36981,1,7450003610011,SILICONA LIQUIDA *100ML,6,UND,2250,13500,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-21,FC,36981,1,8801038200026,CUCHILLA EN HOJA X 5 DORCO,12,UND,763,9160,0.19,1740
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-21,FC,36981,1,402,ENCENDEDOR PISTOLA 2 CANDELAS,12,UND,4803,57630,0.19,10950
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-21,FC,36981,1,7453338444634,LAPIZ CORRECTOR PLATINO,12,UND,963,11555,0.19,2195
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-21,FC,36981,1,8765928374597,LAPICERO PLATINO SEMIGEL PUNTA FINA X12,10,CJ,6050,60504,0.19,11496
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-21,FC,36981,1,7398457937530,CINTA NEGRA PLATINO 5MT,10,UND,792,7924,0.19,1506
CAMILO ANDRES JARAMILLO GORDILLO,2022-04-21,FC,36981,1,299,CEPILLO DE EMBOLAR PEQUEÑO,6,UND,1450,8700,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-05-05,FC,37953,1,8801038200026,CUCHILLA EN HOJA X 5 DORCO,12,UND,807,9689,0.19,1841
CAMILO ANDRES JARAMILLO GORDILLO,2022-05-05,FC,37953,1,8801038562445,MAQUINA DE AFEITAR DORCO NEGRA,24,UND,392,9412,0.19,1788
CAMILO ANDRES JARAMILLO GORDILLO,2022-05-05,FC,37953,1,6946614108807,SUPER GLUEMPQUEÑO *4G,12,UND,324,3887,0.19,739
CAMILO ANDRES JARAMILLO GORDILLO,2022-05-05,FC,37953,1,6957544683975,SUPER GLUE ROJO SAM *10GRS,12,UND,569,6828,0.19,1297
CAMILO ANDRES JARAMILLO GORDILLO,2022-05-19,FC,39110,1,6052,BANDA CAUCHOS AMARILLOS *100,2,UND,2466,4931,0.19,937
CAMILO ANDRES JARAMILLO GORDILLO,2022-05-19,FC,39110,1,7704987009249,TINTE IRIS,12,UND,1801,21609,0.19,4106
CAMILO ANDRES JARAMILLO GORDILLO,2022-05-19,FC,39110,1,125,PORTA CEPILLO DE DIENTES,12,UND,550,6605,0.19,1255
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-02,FC,40017,1,7453010010041,SILICONA LIQUIDA *100ML,6,UND,1387,8319,0.19,1581
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-02,FC,40017,1,125,PORTA CEPILLO DE DIENTES,24,UND,550,13210,0.19,2510
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-02,FC,40017,1,6957544683975,SUPER GLUE ROJO SAM *10GRS,12,UND,569,6827,0.19,1297
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-02,FC,40017,1,298,CEPILLO DE EMBETUNAR,6,UND,2017,12101,0.19,2299
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-02,FC,40017,1,149,COLADOR DE CAFE TALEGA ECONOMICO,36,UND,901,32430,0.19,6162
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-15,FC,40883,1,384,FACTUREROS MEDIANOS,12,UND,700,8400,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-15,FC,40883,1,446,LIBRETA ARGOLLADA,12,UND,1134,13608,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-15,FC,40883,1,7-702-576-8320,CEPILLO ADULTO,12,UND,900,10798,0.19,2052
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-15,FC,40883,1,1101,REMOVEDOR ECONOMICO * 50CC,6,UND,798,4790,0.19,910
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-15,FC,40883,1,96321,TAPA BOCAS,150,UND,220,33025,0.19,6275
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-15,FC,40883,1,6957544683975,SUPER GLUE ROJO SAM *10GRS,24,UND,569,13655,0.19,2594
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-15,FC,40883,1,7708200355755,CEPILLO NIÑOS,12,UND,850,10204,0.19,1939
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-15,FC,40883,1,149,COLADOR DE CAFE TALEGA ECONOMICO,24,UND,901,21620,0.19,4108
CAMILO ANDRES JARAMILLO GORDILLO,2022-06-15,FC,40883,1,299,CEPILLO DE EMBOLAR PEQUEÑO,12,UND,1450,17400,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-07-09,FC,42318,1,8435314881519,GUANTES DE NITRILO,62,UND,2900,179800,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-07-09,FC,42318,1,8697433100944,GUANTES,62,UND,1600,99200,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-07-28,FC,43458,1,8801038200026,CUCHILLA EN HOJA X 5 DORCO,12,UND,812,9748,0.19,1852
CAMILO ANDRES JARAMILLO GORDILLO,2022-07-28,FC,43458,1,6052,BANDA CAUCHOS AMARILLOS *100,1,UND,2466,2466,0.19,469
CAMILO ANDRES JARAMILLO GORDILLO,2022-07-28,FC,43458,1,2223,FACTURERO MEDIANO AUTOCOPIANTE,6,UND,2319,13916,0.19,2644
CAMILO ANDRES JARAMILLO GORDILLO,2022-07-28,FC,43458,1,5904543091110,SILICONA LIQUIDA FOX *30ML,10,UND,1609,16092,0.19,3057
CAMILO ANDRES JARAMILLO GORDILLO,2022-07-28,FC,43458,1,5367,IMPERMEABLE DE BOLSILLO CON REFLECTIVO,18,UND,5800,104400,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-07-28,FC,43458,1,7708630250309,LAPICERO ULTRA GEL NEGRO,36,UND,504,18151,0.19,3449
CAMILO ANDRES JARAMILLO GORDILLO,2022-07-28,FC,43458,1,7458,CAUCHOS GOMELOS GRUESO,12,UND,455,5462,0.19,1038
CAMILO ANDRES JARAMILLO GORDILLO,2022-07-28,FC,43458,1,1068,CEPILLO DE ROPA PLANO,12,UND,1849,22185,0.19,4215
CAMILO ANDRES JARAMILLO GORDILLO,2022-07-28,FC,43458,1,7459,CAUCHOS GOMELOS DELGADOS,12,PQT,210,2521,0.19,479
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-11,FC,44303,1,384,FACTUREROS MEDIANOS,12,UND,650,7800,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-11,FC,44303,1,8801038200026,CUCHILLA EN HOJA X 5 DORCO,12,UND,798,9580,0.19,1820
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-11,FC,44303,1,8801038562445,MAQUINA DE AFEITAR DORCO NEGRA,24,UND,399,9580,0.19,1820
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-11,FC,44303,1,6583476923669,EXTENSION ELECTRICA PLATINO 1.8,3,UND,4328,12983,0.19,2467
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-11,FC,44303,1,6583476923690,EXTENSION ELECTRICA PLATINO 2.7,3,UND,5042,15126,0.19,2874
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-11,FC,44303,1,7704987009249,TINTE IRIS,12,UND,1803,21639,0.19,4111
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-11,FC,44303,1,7706565310518,CINTA NEGRA AISLANTE *10,1,PQT,7815,7815,0.19,1485
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-11,FC,44303,1,11563,CAÑAMO GRANDE,3,UND,1765,5294,0.19,1006
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-11,FC,44303,1,6957544683975,SUPER GLUE ROJO SAM *10GRS,24,UND,574,13782,0.19,2619
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-11,FC,44303,1,7708630250309,LAPICERO ULTRA GEL NEGRO,36,UND,501,18025,0.19,3425
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-11,FC,44303,1,7708827478066,SUPER ASTRO GLUE *3G,24,UND,280,6723,0.19,1277
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-11,FC,44303,1,1068,CEPILLO DE ROPA PLANO,12,UND,1765,21176,0.19,4023
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-25,FC,45298,1,96321,TAPA BOCAS,100,UND,252,25210,0.19,4790
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-25,FC,45298,1,5904543091110,SILICONA LIQUIDA FOX *30ML,10,UND,1501,15008,0.19,2852
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-25,FC,45298,1,8906050360427,LAPICERO OFIPLUS,24,UND,501,12017,0.19,2283
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-25,FC,45298,1,11563,CAÑAMO GRANDE,6,UND,1748,10487,0.19,1993
CAMILO ANDRES JARAMILLO GORDILLO,2022-08-31,FC,45735,1,1004,GUANTES ECONOMICO,48,UND,1793,86077,0.19,16355
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-09,FC,46273,1,419,VELA VOLCAN,12,UND,961,11526,0.19,2190
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-09,FC,46273,1,8801038200026,CUCHILLA EN HOJA X 5 DORCO,12,UND,824,9887,0.19,1879
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-09,FC,46273,1,8801038562445,MAQUINA DE AFEITAR DORCO NEGRA,24,UND,412,9887,0.19,1879
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-09,FC,46273,1,7704987009249,TINTE IRIS,12,UND,1803,21640,0.19,4112
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-09,FC,46273,1,6957544683975,SUPER GLUE ROJO SAM *10GRS,12,UND,571,6849,0.19,1301
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-09,FC,46273,1,298,CEPILLO DE EMBETUNAR,6,UND,2882,17289,0.19,3285
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-09,FC,46273,1,4719867213084,PEGANTE CHEMER SUPER GLUE ROJO,12,UND,350,4202,0.19,798
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-22,FC,47222,1,446,LIBRETA ARGOLLADA,6,UND,1375,8250,0,0
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-22,FC,47222,1,8801038562445,MAQUINA DE AFEITAR DORCO NEGRA,24,UND,412,9882,0.19,1878
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-22,FC,47222,1,431,CEPILLO DE EMBETUNAR,6,UND,1219,7311,0.19,1389
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-22,FC,47222,1,5904543091127,SILICONA LIQUIDA *60ML,6,UND,2282,13689,0.19,2601
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-22,FC,47222,1,1264,SILICONA BARRA DELGADA,36,UND,827,29768,0.19,5656
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-22,FC,47222,1,6957544683975,SUPER GLUE ROJO SAM *10GRS,12,UND,571,6847,0.19,1301
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-22,FC,47222,1,5367,IMPERMEABLE DE BOLSILLO CON REFLECTIVO,12,UND,4706,56471,0.19,10729
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-22,FC,47222,1,7708630250309,LAPICERO ULTRA GEL NEGRO,36,UND,550,19810,0.19,3764
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-22,FC,47222,1,7458,CAUCHOS GOMELOS GRUESO,12,UND,450,5403,0.19,1027
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-22,FC,47222,1,298,CEPILLO DE EMBETUNAR,4,UND,2882,11526,0.19,2190
CAMILO ANDRES JARAMILLO GORDILLO,2022-09-22,FC,47222,1,4719867213084,PEGANTE CHEMER SUPER GLUE ROJO,12,UND,350,4205,0.19,799
CAMILO ANDRES JARAMILLO GORDILLO,2022-11-25,FC,51815,1,1067,CEPILLO DE ROPA CON MANGO,12,UND,1765,21176,0.19,4023
CAMILO ANDRES JARAMILLO GORDILLO,2022-11-25,FC,51815,1,1068,CEPILLO DE ROPA PLANO,12,UND,1801,21610,0.19,4106
CAMILO ANDRES JARAMILLO GORDILLO,2022-11-25,FC,51815,1,149,COLADOR DE CAFE TALEGA ECONOMICO,24,UND,1001,24020,0.19,4564
CAMILO ANDRES JARAMILLO GORDILLO,2022-12-02,FC,52233,1,8801038200026,CUCHILLA EN HOJA X 5 DORCO,12,UND,831,9975,0.19,1895
CAMILO ANDRES JARAMILLO GORDILLO,2022-12-02,FC,52233,1,1004,GUANTES ECONOMICO,12,UND,1681,20168,0.19,3832
CAMILO ANDRES JARAMILLO GORDILLO,2022-12-02,FC,52233,1,7704987009249,TINTE IRIS,12,UND,1803,21640,0.19,4112
CAMILO ANDRES JARAMILLO GORDILLO,2022-12-02,FC,52233,1,6957544683975,SUPER GLUE ROJO SAM *10GRS,24,UND,522,12521,0.19,2379
CAMILO ANDRES JARAMILLO GORDILLO,2022-12-02,FC,52233,1,4719867213084,PEGANTE CHEMER SUPER GLUE ROJO,12,UND,350,4205,0.19,799
CAMILO ANDRES JARAMILLO GORDILLO,2022-12-30,FC,54184,1,8801038200026,CUCHILLA EN HOJA X 5 DORCO,12,UND,837,10042,0.19,1908
CAMILO ANDRES JARAMILLO GORDILLO,2022-12-30,FC,54184,1,1067,CEPILLO DE ROPA CON MANGO,8,UND,1807,14454,0.19,2746
CAMILO ANDRES JARAMILLO GORDILLO,2022-12-30,FC,54184,1,1068,CEPILLO DE ROPA PLANO,12,UND,1807,21681,0.19,4119
CAÑARTE CORTES JHON ALEXANDER,2022-09-09,FC,352,1,7707923448218,CHORIZO COCTEL POLLO *10,5,UND,5462,27311,0.19,5189
CAÑARTE CORTES JHON ALEXANDER,2022-09-09,FC,352,1,7707923448324,MORTADELA JAMONADA MAYAS *450,8,UND,3529,28235,0.19,5365
CAÑARTE CORTES JHON ALEXANDER,2022-09-09,FC,352,1,7707923448546,MORTADELA JAMONADA MAYAS *250G,8,UND,2353,18824,0.19,3577
CAÑARTE CORTES JHON ALEXANDER,2022-09-09,FC,352,1,2907,SALCHICHA MANGUERA,25,KILO,6048,151190,0.05,7560
CAÑARTE CORTES JHON ALEXANDER,2022-09-09,FC,352,1,7709758264575,SALCHICHO AHUMADO RICHS,15,UND,4958,74370,0.19,14130
CAÑARTE CORTES JHON ALEXANDER,2022-09-09,FC,352,1,7709990415919,HAMBURGUEZA *6 *500GRA,2,UND,5252,10504,0.19,1996
CAÑARTE CORTES JHON ALEXANDER,2022-09-09,FC,352,1,7709524538367,MORTADELA *250GR,8,UND,2479,19832,0.19,3768
CAÑARTE CORTES JHON ALEXANDER,2022-09-09,FC,352,1,7709637505812,CHORIZO COCTEL SANTARROSANO MAYAS *10,2,UND,7479,14958,0.19,2842
CAÑARTE CORTES JHON ALEXANDER,2022-09-09,FC,352,1,7709277633890,SALCHICHON DE POLLO*900GRA,4,UND,5462,21849,0.19,4151
DISTRIBUIDORA DE CARNICOS,2022-07-15,FC,162,1,7702064100033,CHORIZO DE POLLO *10UND,3,PQT,6850,20550,0.19,3905
DISTRIBUIDORA DE CARNICOS,2022-07-15,FC,162,1,7702064100044,CHORIZO DE RES FERNI X10,3,UND,5756,17269,0.19,3281
DISTRIBUIDORA DE CARNICOS,2022-07-15,FC,162,1,2907,SALCHICHA MANGUERA,25,KILO,6150,153750,0.05,7688
DISTRIBUIDORA DE CARNICOS,2022-07-15,FC,162,1,7708319731273,SALCHICHON DE POLLO *500G,4,UND,3429,13714,0.05,686
DISTRIBUIDORA DE CARNICOS,2022-07-15,FC,162,1,7708319731280,SALCHICHON TRADIICONAL *900GR,6,UND,5900,35400,0.05,1770
DISTRIBUIDORA DE CARNICOS,2022-07-15,FC,162,1,7709990415919,HAMBURGUEZA *6 *500GRA,2,UND,5650,11300,0.19,2147
DISTRIBUIDORA DE CARNICOS,2022-07-15,FC,162,1,7709990415926,MORTADELA JAMONADA *450GR,3,UND,3529,10588,0.19,2012
DISTRIBUIDORA DE CARNICOS,2022-07-15,FC,162,1,7709524538312,SALCHICHA PERRO DELI X12,2,UND,5900,11800,0.19,2242
DISTRIBUIDORA DE CARNICOS,2022-07-15,FC,162,1,7709277633821,MORTADELA BANKY *450GR,7,UND,5100,35700,0.19,6783
DISTRIBUIDORA DE CARNICOS,2022-07-15,FC,162,1,7709277633852,SALCHICHON CERVECERO *1200GR,6,UND,7600,45600,0.19,8664
DISTRIBUIDORA DE CARNICOS,2022-07-15,FC,162,1,7709277633890,SALCHICHON DE POLLO*900GRA,4,UND,5750,23000,0.19,4370
GARCIA CEBALLOS JUAN FERNANDO Y/O DISTRI,2022-08-26,FC,179,1,159,AZUCAR BULTO,20,BTO,200000,4000000,0.05,200000
GARCIA CEBALLOS JUAN FERNANDO Y/O DISTRI,2022-09-10,FC,192,1,159,AZUCAR BULTO,20,BTO,202857,4057143,0.05,202857
GARCIA CEBALLOS JUAN FERNANDO Y/O DISTRI,2022-09-23,FC,209,1,159,AZUCAR BULTO,15,BTO,199524,2992857,0.05,149643
GARCIA CEBALLOS JUAN FERNANDO Y/O DISTRI,2022-10-07,FC,219,1,159,AZUCAR BULTO,15,BTO,195238,2928571,0.05,146429
GARCIA CEBALLOS JUAN FERNANDO Y/O DISTRI,2022-10-21,FC,233,1,159,AZUCAR BULTO,15,BTO,188571,2828571,0.05,141429
GARCIA CEBALLOS JUAN FERNANDO Y/O DISTRI,2022-10-21,FC,17149,1,1450,ARROZ  BULTO,5,BTO,168000,840000,0,0
GARCIA CEBALLOS JUAN FERNANDO Y/O DISTRI,2022-11-09,FC,253,1,159,AZUCAR BULTO,15,BTO,188571,2828571,0.05,141429
ECOX CASTAÑO GERMAN ESTEBAN,2022-03-17,FC,712,1,782150962451,DETERGENTE ECOX *950GR,20,UND,3361,67227,0.19,12773
ECOX CASTAÑO GERMAN ESTEBAN,2022-03-17,FC,712,1,782150962444,DETERGENTE ECOX *450GR,40,UND,1681,67227,0.19,12773
ECOX CASTAÑO GERMAN ESTEBAN,2022-03-17,FC,712,1,782150962420,DETERGENTE ECOX FLORAL *2800GR,7,UND,8900,62300,0,0
ECOX CASTAÑO GERMAN ESTEBAN,2022-09-16,FC,865,1,782150962437,DETERGENTE LIQUIDO ECOX,6,UND,4160,24958,0.19,4742
ECOX CASTAÑO GERMAN ESTEBAN,2022-09-16,FC,865,1,782150962420,DETERGENTE ECOX FLORAL *2800GR,14,UND,10500,147000,0,0
DISTRITIENDAS NORTE DEL VALLE,2022-04-04,FC,777,1,7705491124015,PANELA INSTANTANEA ORGANICA *500G,6,UND,3445,20667,0.19,3927
DISTRITIENDAS NORTE DEL VALLE,2022-04-04,FC,777,1,7705491104055,PANELA INSTANTANEA PALESTINA *500,6,UND,2488,14928,0,0
DISTRITIENDAS NORTE DEL VALLE,2022-04-04,FC,777,1,7705491453610,PANELA GRANULADA CON LECHE *400G,6,UND,6504,39024,0,0
DISTRITIENDAS NORTE DEL VALLE,2022-04-04,FC,777,1,7705491558537,PANELA INSTANTANEA SABOR GENGIBRE LIMON*500G,2,UND,5164,10328,0.19,1962
DISTRITIENDAS NORTE DEL VALLE,2022-04-04,FC,777,1,7705491577057,PANELA INSTAN SABOR MARACUYA PALESTINA *500,5,UND,4959,24795,0,0
DISTRITIENDAS NORTE DEL VALLE,2022-04-04,FC,777,1,7705491855391,PANELA SABOR A LIMON LA PALESTINA,7,UND,4694,32858,0,0
DISTRITIENDAS NORTE DEL VALLE,2022-04-04,FC,777,1,7709465550336,PANELA  PALESTINA CUADRADA *4 UND,40,UND,2287,91480,0,0
DISTRITIENDAS NORTE DEL VALLE,2022-04-04,FC,777,1,7709465550343,PANELA PALESTINA REDONDA *4UND,40,UND,2278,91120,0,0
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,2022-09-02,FC,3080,1,7703111002941,PANELITAS COPELITAS AREQUIPE Y COCO,24,UND,292,7018,0.19,1333
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,2022-09-02,FC,3080,1,7703133089203,YUPI HORNEADOS *44G,6,UND,1250,7500,0,0
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,2022-09-02,FC,3080,1,7703133089302,YUPI QUESO *44G,2,UND,1250,2500,0,0
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,2022-09-02,FC,3080,1,7703133073509,EL GOLPE RANCHERO X  140 G,2,UND,3858,7716,0.19,1466
